model_label,supervision,display_name,folder_name,split,metric,value,ci_low,ci_high,ci_half_width,n_samples,n_bootstrap
MH,+F,MH +F,LF_a30_merged_entropy_curriculum_130517,Test2,JSD,0.19353618677114168,0.19197316987763446,0.1951088144864749,0.0015678223044202216,14822,10000
MH,+F,MH +F,LF_a30_merged_entropy_curriculum_130517,Test2,KLD,0.8123575415873129,0.8045885334249413,0.8203179862610496,0.007864726418054135,14822,10000
MH,+F,MH +F,LF_a30_merged_entropy_curriculum_130517,Test2,Valence CCC,0.45795268049856175,0.44447787326628546,0.4715457574059163,0.013533942069815424,14822,10000
MH,+F,MH +F,LF_a30_merged_entropy_curriculum_130517,Test2,Activation CCC,0.5252963430724752,0.5123780056650108,0.5375873193577533,0.012604656846371243,14822,10000
MH,+F,MH +F,LF_a30_merged_entropy_curriculum_130517,Test2,Dominance CCC,0.40282563716662295,0.3883480734688929,0.4163656153421959,0.01400877093665151,14822,10000
MH,+F,MH +F,LF_a30_merged_entropy_curriculum_130517,Test2,Mean CCC,0.46202488691255333,0.4521217243649511,0.47163484355605806,0.009756559595553466,14822,10000
MH,+RF,MH +RF,LF_a30_merged_ec_reversed_filter_quantile_150234,Test2,Macro-F1,24.149992138415428,23.51042533061042,32.562392414338206,4.525983541863892,14822,10000
MH,+RF,MH +RF,LF_a30_merged_ec_reversed_filter_quantile_150234,Test2,UAR,21.804214109015774,21.161205073485263,22.4488089688568,0.6438019476857668,14822,10000
MH,+RF,MH +RF,LF_a30_merged_ec_reversed_filter_quantile_150234,Test2,Accuracy,50.98502226420186,50.17541492376198,51.787882876804744,0.8062339765213866,14822,10000
MH,+RF,MH +RF,LF_a30_merged_ec_reversed_filter_quantile_150234,Test2,F1Other,0.0,0.0,0.0,0.0,14822,10000
MH,+RF,MH +RF,LF_a30_merged_ec_reversed_filter_quantile_150234,Test2,JSD,0.2128324795315663,0.21140122576323855,0.2143133643366021,0.0014560692866817798,14822,10000
MH,+RF,MH +RF,LF_a30_merged_ec_reversed_filter_quantile_150234,Test2,KLD,0.809949706758538,0.8034402422062079,0.8166838170285161,0.006621787411154101,14822,10000
MH,+RF,MH +RF,LF_a30_merged_ec_reversed_filter_quantile_150234,Test2,Valence CCC,0.46546033501031053,0.4513408242675109,0.4794074265303575,0.014033301131423315,14822,10000
MH,+RF,MH +RF,LF_a30_merged_ec_reversed_filter_quantile_150234,Test2,Activation CCC,0.5230965339383121,0.5100153493205533,0.5356588242980724,0.012821737488759588,14822,10000
MH,+RF,MH +RF,LF_a30_merged_ec_reversed_filter_quantile_150234,Test2,Dominance CCC,0.3929809061525923,0.3784610670660806,0.4066806908720874,0.014109811903003394,14822,10000
MH,+RF,MH +RF,LF_a30_merged_ec_reversed_filter_quantile_150234,Test2,Mean CCC,0.460512591700405,0.45028477446383647,0.47033799471919946,0.010026610127681496,14822,10000
MH,+W,MH +W,LF_a30_merged_entropy_curriculum_weight_146531,Test2,Macro-F1,31.81249685813779,30.861123716591365,37.511809298300875,3.3253427908547546,14822,10000
MH,+W,MH +W,LF_a30_merged_entropy_curriculum_weight_146531,Test2,UAR,22.16187754373485,21.600225624340496,22.752029845359385,0.5759021105094436,14822,10000
MH,+W,MH +W,LF_a30_merged_entropy_curriculum_weight_146531,Test2,Accuracy,51.34259883956281,50.53956955876401,52.1522061800027,0.8063183106193472,14822,10000
MH,+W,MH +W,LF_a30_merged_entropy_curriculum_weight_146531,Test2,F1Other,0.0,0.0,0.0,0.0,14822,10000
MH,+W,MH +W,LF_a30_merged_entropy_curriculum_weight_146531,Test2,JSD,0.19447354985912332,0.19291600305582762,0.19606831145634987,0.0015761542002611234,14822,10000
MH,+W,MH +W,LF_a30_merged_entropy_curriculum_weight_146531,Test2,KLD,0.8091329334781611,0.8014421128659506,0.8169335933787532,0.00774574025640129,14822,10000
MH,+W,MH +W,LF_a30_merged_entropy_curriculum_weight_146531,Test2,Valence CCC,0.46665390059144274,0.45315181512604824,0.4803050267817532,0.013576605827852473,14822,10000
MH,+W,MH +W,LF_a30_merged_entropy_curriculum_weight_146531,Test2,Activation CCC,0.5237741631283741,0.5108489459415215,0.5360509484092008,0.012601001233839615,14822,10000
MH,+W,MH +W,LF_a30_merged_entropy_curriculum_weight_146531,Test2,Dominance CCC,0.39907203458083157,0.38464013573741906,0.4125820493584372,0.013970956810509055,14822,10000
MH,+W,MH +W,LF_a30_merged_entropy_curriculum_weight_146531,Test2,Mean CCC,0.4631666994335495,0.45320455119324204,0.4728222660699614,0.009808857438359686,14822,10000
MH,+RW,MH +RW,LF_a30_merged_ec_reversed_weight_norm_150232,Test2,Macro-F1,24.67970103540216,23.993808444101994,29.168906871548923,2.587549213723464,14822,10000
MH,+RW,MH +RW,LF_a30_merged_ec_reversed_weight_norm_150232,Test2,UAR,22.794871792069728,22.124858524811508,23.458307767800175,0.6667246214943329,14822,10000
MH,+RW,MH +RW,LF_a30_merged_ec_reversed_weight_norm_150232,Test2,Accuracy,49.973013088652,49.17015247604912,50.78262042909189,0.8062339765213894,14822,10000
MH,+RW,MH +RW,LF_a30_merged_ec_reversed_weight_norm_150232,Test2,F1Other,0.0,0.0,0.0,0.0,14822,10000
MH,+RW,MH +RW,LF_a30_merged_ec_reversed_weight_norm_150232,Test2,JSD,0.20018663966725153,0.1985723861041503,0.20183859189390138,0.001633102894875546,14822,10000
MH,+RW,MH +RW,LF_a30_merged_ec_reversed_weight_norm_150232,Test2,KLD,0.8452636528590316,0.8370535148877544,0.8535935242583707,0.008270004685308141,14822,10000
MH,+RW,MH +RW,LF_a30_merged_ec_reversed_weight_norm_150232,Test2,Valence CCC,0.46160371096871705,0.44777674811826373,0.47517296038772816,0.013698106134732213,14822,10000
MH,+RW,MH +RW,LF_a30_merged_ec_reversed_weight_norm_150232,Test2,Activation CCC,0.5180283866425387,0.5050871062517812,0.530567179795848,0.012740036772033392,14822,10000
MH,+RW,MH +RW,LF_a30_merged_ec_reversed_weight_norm_150232,Test2,Dominance CCC,0.38963805045691496,0.37530075548883607,0.4030910975338339,0.013895171022498903,14822,10000
MH,+RW,MH +RW,LF_a30_merged_ec_reversed_weight_norm_150232,Test2,Mean CCC,0.45642338268939026,0.44640222305847643,0.46616213240456356,0.009879954673043562,14822,10000
